Duration,Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,trials_5446.thisRepN,trials_5446.thisTrialN,trials_5446.thisN,trials_5446.thisIndex,trials_5149.thisRepN,trials_5149.thisTrialN,trials_5149.thisN,trials_5149.thisIndex,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,Videoshowstart,Videoshowstop,VideoshowRT,response_3.keys,response_3.corr,response_3.rt,key_skip_3.keys,total_score,Dot_ratio,current_score,response_4.keys,response_4.corr,response_4.rt,key_skip_4.keys,text_2.started,text_5.started,key_resp.started,text_9.started,key_resp.keys,key_resp.rt,text_10.started,text_10.stopped,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,6,0,6,0,0,0,0,0,0,0,0,0,,,,,1,0,4,1,,,,,,,,553.1822962000001,553.9047092999999,0.7224130999998124,,,,,31,51:49,1,right,1,0.6902664999997796,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,6,0,6,0,0,0,0,0,0,0,0,0,,,,,1,1,5,2,,,,,,,,557.8157449,558.7879676000002,0.9722227000002022,,,,,32,51:49,1,left,1,0.9458295999997972,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,6,0,6,0,0,0,0,0,0,0,0,0,,,,,1,2,6,0,,,,,,,,562.6776295999998,563.4881022,0.8104726000001392,,,,,33,51:49,1,right,1,0.787556400000085,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,6,0,6,0,0,0,0,0,0,0,0,0,,,,,1,3,7,3,,,,,,,,567.3701074999999,568.3714217000002,1.0013142000002517,,,,,34,51:49,1,left,1,0.9752024999997957,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,6,0,6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.752434,574.752434,574.752434,574.752434,space,2.5167468999998164,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,7,0,7,0,0,0,0,3,0,0,0,1,0,0,0,1,,,,,,,,,,,,574.8647033000002,575.8555182,0.9908148999998048,left,0,0.9598632999995971,None,32,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,7,0,7,0,0,0,0,3,0,0,0,1,0,1,1,0,,,,,,,,,,,,579.7951051,580.4214176999999,0.626312599999892,left,0,0.606970100000126,None,30,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,7,0,7,0,0,0,0,3,0,0,0,1,0,2,2,3,,,,,,,,,,,,584.3588611999999,585.2547565999998,0.8958953999999721,left,1,0.8661068000001251,None,31,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,7,0,7,0,0,0,0,3,0,0,0,1,0,3,3,2,,,,,,,,,,,,589.1550829000003,589.9381847999998,0.7831018999995649,left,1,0.765804499999831,None,32,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,7,0,7,0,0,0,0,3,0,0,0,1,1,0,4,3,,,,,,,,,,,,593.8315329000002,594.7054357000002,0.8739027999999962,right,0,0.8503316999999697,None,30,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,7,0,7,0,0,0,0,3,0,0,0,1,1,1,5,0,,,,,,,,,,,,598.6272121000002,599.3387459999999,0.711533899999722,right,1,0.6943525999995472,None,31,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,7,0,7,0,0,0,0,3,0,0,0,1,1,2,6,2,,,,,,,,,,,,603.2669903999999,604.3549607999998,1.0879703999999037,left,1,1.0705815999999686,None,32,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,7,0,7,0,0,0,0,3,0,0,0,1,1,3,7,1,,,,,,,,,,,,608.2586193000002,609.0581403000001,0.7995209999999133,left,0,0.7736847000001035,None,30,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,7,0,7,0,0,0,0,3,0,0,0,1,,,,,0,0,0,2,,,,,,,,612.9749514,613.8713103999999,0.8963589999998476,,,,,31,51:49,1,left,1,0.8657656999998835,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,7,0,7,0,0,0,0,3,0,0,0,1,,,,,0,1,1,0,,,,,,,,617.7767675999999,618.8547474000002,1.0779798000003211,,,,,32,51:49,1,right,1,1.0485198999999739,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,7,0,7,0,0,0,0,3,0,0,0,1,,,,,0,2,2,3,,,,,,,,622.7884050000002,623.5724765999998,0.7840715999996064,,,,,33,51:49,1,left,1,0.7565365999998903,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,7,0,7,0,0,0,0,3,0,0,0,1,,,,,0,3,3,1,,,,,,,,627.4669586,628.4050167,0.9380581000000348,,,,,31,51:49,-2,left,0,0.9190646000001834,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,7,0,7,0,0,0,0,3,0,0,0,1,,,,,1,0,4,2,,,,,,,,632.2953447,633.2051121,0.9097673999999643,,,,,32,51:49,1,left,1,0.881881699999667,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,7,0,7,0,0,0,0,3,0,0,0,1,,,,,1,1,5,1,,,,,,,,637.1270806000002,638.0547959999999,0.9277153999996699,,,,,30,51:49,-2,left,0,0.8974613000000318,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,7,0,7,0,0,0,0,3,0,0,0,1,,,,,1,2,6,0,,,,,,,,641.9726408000001,642.7216842000003,0.7490434000001187,,,,,31,51:49,1,right,1,0.7167984999996406,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,7,0,7,0,0,0,0,3,0,0,0,1,,,,,1,3,7,3,,,,,,,,646.6531619000002,647.5881161000002,0.9349541999999929,,,,,32,51:49,1,left,1,0.9169219000000339,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,7,0,7,0,0,0,0,3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.9565237000002,653.9565237000002,653.9565237000002,653.9565237000002,space,2.120388300000286,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,8,0,8,0,0,0,0,0,0,0,0,3,0,0,0,2,,,,,,,,,,,,653.6593702,654.4224205999999,0.7630503999998837,left,1,0.7339983000001666,None,33,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,8,0,8,0,0,0,0,0,0,0,0,3,0,1,1,0,,,,,,,,,,,,658.3421287000001,659.3882475,1.046118799999931,right,1,1.019717799999853,None,34,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,8,0,8,0,0,0,0,0,0,0,0,3,0,2,2,1,,,,,,,,,,,,663.2893131000001,664.0717306000001,0.782417500000065,left,0,0.7520515999999589,None,32,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,8,0,8,0,0,0,0,0,0,0,0,3,0,3,3,3,,,,,,,,,,,,667.9691271000002,668.8053684000001,0.8362412999999833,left,1,0.8163165000000845,None,33,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,8,0,8,0,0,0,0,0,0,0,0,3,1,0,4,1,,,,,,,,,,,,672.7709180000002,673.7226829000001,0.9517648999999437,left,0,0.9183467999996537,None,31,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,8,0,8,0,0,0,0,0,0,0,0,3,1,1,5,0,,,,,,,,,,,,677.6501662000001,678.5884354,0.9382691999999224,right,1,0.9196728999995685,None,32,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,8,0,8,0,0,0,0,0,0,0,0,3,1,2,6,2,,,,,,,,,,,,682.4795915999998,683.1717317000002,0.6921401000004153,left,1,0.6738219999997455,None,33,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,8,0,8,0,0,0,0,0,0,0,0,3,1,3,7,3,,,,,,,,,,,,687.1240217999998,687.9884934000002,0.8644716000003427,right,0,0.8376855999999862,None,31,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,8,0,8,0,0,0,0,0,0,0,0,3,,,,,0,0,0,2,,,,,,,,691.8888053000001,692.5050394,0.6162340999999287,,,,,32,51:49,1,left,1,0.5927802999999585,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,8,0,8,0,0,0,0,0,0,0,0,3,,,,,0,1,1,3,,,,,,,,696.4040091000002,697.0715530000002,0.6675439000000551,,,,,33,51:49,1,left,1,0.6370100999997703,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,8,0,8,0,0,0,0,0,0,0,0,3,,,,,0,2,2,1,,,,,,,,700.9684400000001,701.6049680000001,0.6365279999999984,,,,,34,51:49,1,right,1,0.61652389999972,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,8,0,8,0,0,0,0,0,0,0,0,3,,,,,0,3,3,0,,,,,,,,705.564648,706.4552081000002,0.8905601000001298,,,,,35,51:49,1,right,1,0.8597601000001305,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,8,0,8,0,0,0,0,0,0,0,0,3,,,,,1,0,4,1,,,,,,,,710.3568761000001,710.9888734000001,0.6319972999999663,,,,,36,51:49,1,right,1,0.6045238000001518,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,8,0,8,0,0,0,0,0,0,0,0,3,,,,,1,1,5,3,,,,,,,,714.9636651999999,715.8387910000001,0.8751258000002053,,,,,34,51:49,-2,right,0,0.8534852999996474,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,8,0,8,0,0,0,0,0,0,0,0,3,,,,,1,2,6,0,,,,,,,,719.7951302000001,720.7220732000001,0.9269429999999375,,,,,32,51:49,-2,left,0,0.9023404999998093,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,8,0,8,0,0,0,0,0,0,0,0,3,,,,,1,3,7,2,,,,,,,,724.6337311000002,725.2717081999999,0.6379770999997163,,,,,30,51:49,-2,right,0,0.6159911999998258,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,8,0,8,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.6511829000001,731.6511829000001,731.6511829000001,731.6511829000001,space,1.8653356999998323,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,9,0,9,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,731.0926941000002,731.7885512000003,0.695857100000012,right,1,0.6693006000000423,None,31,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,9,0,9,0,0,0,0,0,0,0,0,1,0,1,1,2,,,,,,,,,,,,735.6866461,736.5718244999998,0.8851783999998588,left,1,0.8678537000000688,None,32,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,9,0,9,0,0,0,0,0,0,0,0,1,0,2,2,3,,,,,,,,,,,,740.4815070999998,741.4219168,0.9404097000001457,left,1,0.9199264999997467,None,33,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,9,0,9,0,0,0,0,0,0,0,0,1,0,3,3,0,,,,,,,,,,,,745.3164127,746.4551996,1.1387869000000137,left,0,1.1088927000000695,None,31,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,9,0,9,0,0,0,0,0,0,0,0,1,1,0,4,2,,,,,,,,,,,,750.3540782999999,751.4053090000002,1.0512307000003602,left,1,1.0238362999998571,None,32,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,9,0,9,0,0,0,0,0,0,0,0,1,1,1,5,0,,,,,,,,,,,,755.3532205000001,756.3057810999999,0.9525605999997424,right,1,0.9287650999999641,None,33,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,9,0,9,0,0,0,0,0,0,0,0,1,1,2,6,1,,,,,,,,,,,,760.2762665999999,761.0553908000002,0.7791242000002967,left,0,0.7489150000001246,None,31,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,9,0,9,0,0,0,0,0,0,0,0,1,1,3,7,3,,,,,,,,,,,,764.9649761999999,765.8220160999999,0.857039900000018,left,1,0.8371342999998888,None,32,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,9,0,9,0,0,0,0,0,0,0,0,1,,,,,0,0,0,2,,,,,,,,769.7317051,770.5385249999999,0.8068198999999368,,,,,33,51:49,1,left,1,0.7899332000001777,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,9,0,9,0,0,0,0,0,0,0,0,1,,,,,0,1,1,1,,,,,,,,774.4494957000002,775.4717746000001,1.0222788999999466,,,,,31,51:49,-2,left,0,0.9916349000000082,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,9,0,9,0,0,0,0,0,0,0,0,1,,,,,0,2,2,0,,,,,,,,779.3708660000002,780.6059662000002,1.2351002000000335,,,,,29,51:49,-2,left,0,1.2072662000000491,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,9,0,9,0,0,0,0,0,0,0,0,1,,,,,0,3,3,3,,,,,,,,784.5649128,785.4885121000002,0.9235993000002054,,,,,30,51:49,1,left,1,0.8923651000000064,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,9,0,9,0,0,0,0,0,0,0,0,1,,,,,1,0,4,2,,,,,,,,789.4111684,790.6055731000001,1.1944047000001774,,,,,28,51:49,-2,right,0,1.166324799999984,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,9,0,9,0,0,0,0,0,0,0,0,1,,,,,1,1,5,3,,,,,,,,794.5163295000002,795.338749,0.8224194999997962,,,,,29,51:49,1,left,1,0.78994560000001,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,9,0,9,0,0,0,0,0,0,0,0,1,,,,,1,2,6,1,,,,,,,,799.2270555999999,799.9217306999999,0.6946751000000404,,,,,30,51:49,1,right,1,0.6697862999999415,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,9,0,9,0,0,0,0,0,0,0,0,1,,,,,1,3,7,0,,,,,,,,803.8249657000001,805.0718511,1.2468853999998828,,,,,28,51:49,-2,left,0,1.2247440999999526,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,9,0,9,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.4513366000001,811.4513366000001,811.4513366000001,811.4513366000001,space,2.104310499999883,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,10,0,10,0,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,,,,,,,811.1445720000002,811.8720294999998,0.727457499999673,left,1,0.7049063999997998,None,29,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,10,0,10,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,815.7916525,816.6233625,0.83170999999993,right,1,0.8014919999995982,None,30,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,10,0,10,0,0,0,0,1,0,0,0,0,0,2,2,1,,,,,,,,,,,,820.5570745,821.3054532000001,0.748378700000103,left,0,0.7248671000002105,None,28,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
